NCBI_Gene_ID,Ensembl_gene_ID,gene_symbol,HGNC_ID,gene_name,Status,Previous_symbols,Alias_symbols,Accession_numbers,RefSeq_IDs
27254,ENSG00000172346,CSDC2,HGNC:30359,cold shock domain containing C2,Approved,NA,PIPPin,AL834417,NM_014460
7812,ENSG00000009307,CSDE1,HGNC:29905,cold shock domain containing E1,Approved,NA,"D1S155E, UNR",NA,NM_007158
1434,ENSG00000124207,CSE1L,HGNC:2431,chromosome segregation 1 like,Approved,NA,"CAS, XPO2, CSE1",U33286,NM_001316
102723483,ENSG00000227431,CSE1L-AS1,HGNC:51232,CSE1L antisense RNA 1,Approved,NA,NA,NA,NR_110624
1435,ENSG00000184371,CSF1,HGNC:2432,colony stimulating factor 1,Approved,NA,"M-CSF, MCSF, MGC31930",BC021117,NM_000757
1436,ENSG00000182578,CSF1R,HGNC:2433,colony stimulating factor 1 receptor,Approved,FMS,"C-FMS, CSFR, CD115",U63963,NM_005211
1437,ENSG00000164400,CSF2,HGNC:2434,colony stimulating factor 2,Approved,NA,"GM-CSF, GMCSF",M11734,NM_000758
1438,ENSG00000198223,CSF2RA,HGNC:2435,colony stimulating factor 2 receptor subunit alpha,Approved,CSF2R,"CD116, alphaGMR",M64445,NA
1439,ENSG00000100368,CSF2RB,HGNC:2436,colony stimulating factor 2 receptor subunit beta,Approved,IL3RB,"IL5RB, CD131, betaGMR",M59941,NM_000395
23772,ENSG00000232254,CSF2RBP1,HGNC:2437,CSF2RB pseudogene 1,Approved,CSF2RB2,NA,NA,NG_002638
1440,ENSG00000108342,CSF3,HGNC:2438,colony stimulating factor 3,Approved,"GCSF, G-CSF, C17orf33",MGC45931,NA,NM_172220
1441,ENSG00000119535,CSF3R,HGNC:2439,colony stimulating factor 3 receptor,Approved,CD114,GCSFR,M59820,NM_156039
55790,ENSG00000147408,CSGALNACT1,HGNC:24290,chondroitin sulfate N-acetylgalactosaminyltransferase 1,Approved,NA,"CSGalNAcT-1, FLJ11264, ChGn",AK002126,NM_018371
55454,ENSG00000169826,CSGALNACT2,HGNC:24292,chondroitin sulfate N-acetylgalactosaminyltransferase 2,Approved,NA,"GALNACT2, MGC40204, PRO0082, GALNACT-2",AF116646,NM_018590
118568825,ENSG00000273008,CSGALNACT2-DT,HGNC:55174,CSGALNACT2 divergent transcript,Approved,NA,NA,NA,NA
286453,ENSG00000182574,CSGALNACT2P1,HGNC:55033,CSGALNACT2 pseudogene 1,Approved,NA,NA,NA,NG_021119
107178920,ENSG00000256709,CSGALNACT2P2,HGNC:55034,CSGALNACT2 pseudogene 2,Approved,NA,NA,NA,NA
1442,ENSG00000136488,CSH1,HGNC:2440,chorionic somatomammotropin hormone 1,Approved,NA,"hCS-A, CSA, PL, CSMT, FLJ75407",J00118,NM_001317
1443,ENSG00000213218,CSH2,HGNC:2441,chorionic somatomammotropin hormone 2,Approved,NA,"hCS-B, CSB, CS-2",V00573,NM_020991
1444,ENSG00000204414,CSHL1,HGNC:2442,chorionic somatomammotropin hormone like 1,Approved,CSHP1,"hCS-L, CSL, CS-5, MGC149868",BC029365,NM_022579
1445,ENSG00000103653,CSK,HGNC:2444,C-terminal Src kinase,Approved,NA,NA,NA,NM_004383
751071,ENSG00000214756,CSKMT,HGNC:33113,citrate synthase lysine methyltransferase,Approved,METTL12,"U99HG, CS-KMT",BC041359,NM_001043229
64478,ENSG00000183117,CSMD1,HGNC:14026,CUB and Sushi multiple domains 1,Approved,NA,"KIAA1890, PPP1R24",NA,NM_033225
114784,ENSG00000121904,CSMD2,HGNC:19290,CUB and Sushi multiple domains 2,Approved,NA,KIAA1884,AY210418,NM_052896
402779,ENSG00000231163,CSMD2-AS1,HGNC:40882,CSMD2 antisense RNA 1,Approved,NA,ENST00000434181,NA,NA
114788,ENSG00000164796,CSMD3,HGNC:19291,CUB and Sushi multiple domains 3,Approved,NA,NA,AY210419,NM_052900
1446,ENSG00000126545,CSN1S1,HGNC:2445,casein alpha s1,Approved,"CASA, CSN1",NA,X78416,NA
286828,ENSG00000234124,CSN1S2AP,HGNC:20230,"casein alpha s2 like A, pseudogene",Approved,CSN1S2A,NA,AY154892,XM_379270
100337616,NA,CSN1S2BP,HGNC:20227,"casein alpha s2 like B, pseudogene",Approved,CSN1S2B,NA,AW104440,NR_033311.1
1447,ENSG00000135222,CSN2,HGNC:2447,casein beta,Approved,CASB,NA,X17070,NA
1448,ENSG00000171209,CSN3,HGNC:2446,casein kappa,Approved,CSN10,NA,U51899,NM_005212
1452,ENSG00000113712,CSNK1A1,HGNC:2451,casein kinase 1 alpha 1,Approved,NA,"CK1, CK1a, CK1alpha, CKIa, CKIalpha",AF119911,NM_001892
122011,ENSG00000180138,CSNK1A1L,HGNC:20289,casein kinase 1 alpha 1 like,Approved,NA,MGC33182,BC028723,NM_145203
161635,ENSG00000223518,CSNK1A1P1,HGNC:30446,casein kinase 1 alpha 1 pseudogene 1,Approved,CSNK1A1P,NA,BC028192,NR_027320
120321,NA,CSNK1A1P2,HGNC:30445,casein kinase 1 alpha 1 pseudogene 2,Approved,NA,NA,NA,NG_001532
100526776,ENSG00000250162,CSNK1A1P3,HGNC:38669,casein kinase 1 alpha 1 pseudogene 3,Approved,NA,NA,NA,NG_027923
1453,ENSG00000141551,CSNK1D,HGNC:2452,casein kinase 1 delta,Approved,NA,"HCKID, CKID, CKIdelta",NA,NM_139062
1454,ENSG00000213923,CSNK1E,HGNC:2453,casein kinase 1 epsilon,Approved,NA,"HCKIE, CKIE, CKIepsilon",NA,NM_001894
53944,ENSG00000169118,CSNK1G1,HGNC:2454,casein kinase 1 gamma 1,Approved,NA,CK1gamma1,AB042562,NM_022048
1455,ENSG00000133275,CSNK1G2,HGNC:2455,casein kinase 1 gamma 2,Approved,NA,CK1g2,AF001177,NM_001319
255193,ENSG00000180846,CSNK1G2-AS1,HGNC:28604,CSNK1G2 antisense RNA 1,Approved,C19orf34,MGC39696,BC029585,NR_033400
100419821,ENSG00000234534,CSNK1G2P1,HGNC:49739,casein kinase 1 gamma 2 pseudogene 1,Approved,NA,NA,NA,NG_023867
1456,ENSG00000151292,CSNK1G3,HGNC:2456,casein kinase 1 gamma 3,Approved,NA,NA,AF049090,NM_004384
1457,ENSG00000101266,CSNK2A1,HGNC:2457,casein kinase 2 alpha 1,Approved,NA,"Cka1, Cka2",M55265,NM_001895
1459,ENSG00000070770,CSNK2A2,HGNC:2459,casein kinase 2 alpha 2,Approved,NA,"CSNK2A1, CK2alpha'",M55268,NM_001896
283106,ENSG00000254598,CSNK2A3,HGNC:2458,casein kinase 2 alpha 3,Approved,CSNK2A1P,NA,X64692,NM_001256686
1460,ENSG00000204435,CSNK2B,HGNC:2460,casein kinase 2 beta,Approved,NA,"Ckb1, Ckb2",M30448,NM_001320
111064647,ENSG00000283434,CSNKA2IP,HGNC:53637,casein kinase 2 subunit alpha' interacting protein,Approved,NA,NA,NA,NA
100418973,ENSG00000228872,CSP1,HGNC:54777,CS pseudogene 1,Approved,NA,NA,NA,NG_023692
649024,ENSG00000241218,CSP2,HGNC:54779,CS pseudogene 2,Approved,NA,NA,NA,NG_022214
440514,NA,CSP3,HGNC:54780,CS pseudogene 3,Approved,NA,NA,NA,NG_005325
1464,ENSG00000173546,CSPG4,HGNC:2466,chondroitin sulfate proteoglycan 4,Approved,NA,"MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A","X96753, AY359468",NM_001897
727930,ENSG00000232517,CSPG4BP,HGNC:51505,"chondroitin sulfate proteoglycan family member 4B, pseudogene",Approved,NA,NA,NA,NA
114758,ENSG00000240450,CSPG4P1Y,HGNC:16478,CSPG4 pseudogene 1 Y-linked,Approved,"CSPG4LYP1, CSPG4P1",NA,AF332228,NR_001554
84664,ENSG00000244231,CSPG4P2Y,HGNC:32424,CSPG4 pseudogene 2 Y-linked,Approved,"CSPG4LYP2, CSPG4P2",NA,NA,NR_002194
100287261,ENSG00000172342,CSPG4P3Y,HGNC:38111,CSPG4 pseudogene 3 Y-linked,Approved,"CSPG4P3, CSPG4P6Y",NA,NA,NA
100287502,ENSG00000172294,CSPG4P4Y,HGNC:38535,CSPG4 pseudogene 4 Y-linked,Approved,"CSPG4P4, CSPG4P7Y",NA,NA,NA
114817,ENSG00000272887,CSPG4P5,HGNC:29403,chondroitin sulfate proteoglycan 4 pseudogene 5,Approved,NA,NA,AB067507,NA
642288,NA,CSPG4P9,HGNC:48360,chondroitin sulfate proteoglycan 4 pseudogene 9,Approved,NA,NA,NA,NA
390627,ENSG00000276710,CSPG4P10,HGNC:48361,chondroitin sulfate proteoglycan 4 pseudogene 10,Approved,NA,NA,NA,NA
100631254,ENSG00000259726,CSPG4P11,HGNC:48363,chondroitin sulfate proteoglycan 4 pseudogene 11,Approved,NA,NA,NA,NA
728121,ENSG00000259295,CSPG4P12,HGNC:48362,chondroitin sulfate proteoglycan 4 pseudogene 12,Approved,NA,NA,NA,NA
100302666,ENSG00000260139,CSPG4P13,HGNC:49195,chondroitin sulfate proteoglycan 4 pseudogene 13,Approved,NA,NA,NA,NA
10675,ENSG00000114646,CSPG5,HGNC:2467,chondroitin sulfate proteoglycan 5,Approved,NA,NGC,AF059274,NM_006574
