NCBI_Gene_ID,Ensembl_gene_ID,gene_symbol,HGNC_ID,gene_name,Status,Previous_symbols,Alias_symbols,Accession_numbers,RefSeq_IDs
5229,ENSG00000164219,PGGT1B,HGNC:8895,protein geranylgeranyltransferase type I subunit beta,Approved,NA,"GGTI, BGGI",NA,NM_005023
653895,ENSG00000213667,PGGT1BP1,HGNC:45024,protein geranylgeranyltransferase type I subunit beta pseudogene 1,Approved,NA,NA,NA,NG_028750
100132402,ENSG00000214584,PGGT1BP2,HGNC:45112,protein geranylgeranyltransferase type I subunit beta pseudogene 2,Approved,NA,NA,NA,NG_022149
5230,ENSG00000102144,PGK1,HGNC:8896,phosphoglycerate kinase 1,Approved,NA,NA,L00159,NA
5231,ENSG00000228328,PGK1P1,HGNC:8897,phosphoglycerate kinase 1 pseudogene 1,Approved,NA,NA,X56251,NG_001170
5233,ENSG00000213290,PGK1P2,HGNC:8899,"phosphoglycerate kinase 1, pseudogene 2",Approved,NA,NA,AC010422,NA
5232,ENSG00000170950,PGK2,HGNC:8898,phosphoglycerate kinase 2,Approved,NA,"PGKPS, PGK-2",K03019,NA
25796,ENSG00000130313,PGLS,HGNC:8903,6-phosphogluconolactonase,Approved,NA,6PGL,AJ243972,NA
100507551,ENSG00000269439,PGLS-DT,HGNC:55274,PGLS divergent transcript,Approved,NA,NA,NA,NR_147835
8993,ENSG00000008438,PGLYRP1,HGNC:8904,peptidoglycan recognition protein 1,Approved,"TNFSF3L, PGLYRP","TAG7, PGRP, PGRP-S, PGRPS",AF076483,NM_005091
114770,ENSG00000161031,PGLYRP2,HGNC:30013,peptidoglycan recognition protein 2,Approved,NA,"PGRP-L, PGLYRPL, TAGL-like, tagL, tagL-alpha, tagl-beta, PGRPL",AY358156,NM_052890
114771,ENSG00000159527,PGLYRP3,HGNC:30014,peptidoglycan recognition protein 3,Approved,NA,"PGRPIA, PGLYRPIalpha, PGRP-Ialpha",AY035376,NM_052891
57115,ENSG00000163218,PGLYRP4,HGNC:30015,peptidoglycan recognition protein 4,Approved,NA,"SBBI67, PGRPIB, PGLYRPIbeta, PGRP-Ibeta",AF242518,NM_020393
5236,ENSG00000079739,PGM1,HGNC:8905,phosphoglucomutase 1,Approved,NA,NA,BC019920,NM_002633
55276,ENSG00000169299,PGM2,HGNC:8906,phosphoglucomutase 2,Approved,NA,FLJ10983,BC010087,NM_018290
283209,ENSG00000165434,PGM2L1,HGNC:20898,phosphoglucomutase 2 like 1,Approved,NA,"FLJ32029, BM32A",AB019210,NM_173582
5238,ENSG00000013375,PGM3,HGNC:8907,phosphoglucomutase 3,Approved,NA,"AGM1, DKFZP434B187, PAGM",BC001258,NM_015599
5239,ENSG00000154330,PGM5,HGNC:8908,phosphoglucomutase 5,Approved,NA,PGMRP,L40933,NM_021965
572558,ENSG00000224958,PGM5-AS1,HGNC:44181,PGM5 antisense RNA 1,Approved,NA,"FAM233A, LOC572558",AY343894,NR_015423
653394,NA,PGM5P1,HGNC:28452,phosphoglucomutase 5 pseudogene 1,Approved,NA,NA,NA,NA
595135,ENSG00000277778,PGM5P2,HGNC:18965,phosphoglucomutase 5 pseudogene 2,Approved,NA,AK096159,"BC007887, BC025351",NR_002836
101929157,NA,PGM5P3,HGNC:49604,phosphoglucomutase 5 pseudogene 3,Approved,NA,NA,NA,NA
101929127,ENSG00000277631,PGM5P3-AS1,HGNC:51194,PGM5P3 antisense RNA 1,Approved,NA,FAM233B,NA,NR_121188
729468,ENSG00000225398,PGM5P4,HGNC:49605,phosphoglucomutase 5 pseudogene 4,Approved,NA,NA,NA,NA
103344932,ENSG00000231943,PGM5P4-AS1,HGNC:51195,PGM5P4 antisense RNA 1,Approved,NA,FAM233C,NA,NR_121185
283871,ENSG00000184207,PGP,HGNC:8909,phosphoglycolate phosphatase,Approved,NA,NA,BC035985,NM_024118
54858,ENSG00000130517,PGPEP1,HGNC:13568,pyroglutamyl-peptidase I,Approved,NA,"PGP-I, Pcp, PGP, PGPI",AJ278828,NM_017712
145814,ENSG00000183571,PGPEP1L,HGNC:27080,pyroglutamyl-peptidase I like,Approved,NA,NA,NA,NM_001102612.2
5241,ENSG00000082175,PGR,HGNC:8910,progesterone receptor,Approved,NA,"PR, NR3C3",M15716,NM_000926
101054525,ENSG00000282728,PGR-AS1,HGNC:52650,PGR antisense RNA 1,Approved,NA,"AT1, AT2, AT3",NA,NR_073144
10857,ENSG00000101856,PGRMC1,HGNC:16090,progesterone receptor membrane component 1,Approved,NA,HPR6.6,NA,NM_006667
10424,ENSG00000164040,PGRMC2,HGNC:16089,progesterone receptor membrane component 2,Approved,NA,"PMBP, DG6",NA,NA
9489,ENSG00000087157,PGS1,HGNC:30029,phosphatidylglycerophosphate synthase 1,Approved,NA,DKFZP762M186,NA,NM_024419
221692,ENSG00000112137,PHACTR1,HGNC:20990,phosphatase and actin regulator 1,Approved,RPEL1,"KIAA1733, dJ257A7.2",AB051520,NM_001242648
9749,ENSG00000112419,PHACTR2,HGNC:20956,phosphatase and actin regulator 2,Approved,C6orf56,KIAA0680,AB014580,NM_014721
285740,ENSG00000235740,PHACTR2-AS1,HGNC:40943,PHACTR2 antisense RNA 1,Approved,NA,"NR027113, lncIHS",NA,NR_027114
100533676,ENSG00000270300,PHACTR2P1,HGNC:49488,phosphatase and actin regulator 2 pseudogene 1,Approved,NA,NA,NA,NG_028754
116154,ENSG00000087495,PHACTR3,HGNC:15833,phosphatase and actin regulator 3,Approved,C20orf101,PPP1R123,AJ311122,NM_080672
100506384,ENSG00000238194,PHACTR3-AS1,HGNC:40727,PHACTR3 antisense RNA 1,Approved,NA,NA,NA,NR_040513
65979,ENSG00000204138,PHACTR4,HGNC:25793,phosphatase and actin regulator 4,Approved,NA,"FLJ13171, PPP1R124",AF130081,NM_023923
51808,ENSG00000164902,PHAX,HGNC:10241,phosphorylated adaptor for RNA export,Approved,RNUXA,FLJ13193,AK023255,NM_032177
5245,ENSG00000167085,PHB,HGNC:8912,prohibitin,Approved,NA,PHB1,NA,NM_002634
11331,ENSG00000215021,PHB2,HGNC:30306,prohibitin 2,Approved,NA,"REA, BCAP37, Bap37, p22",AF126021,NM_007273
645318,ENSG00000232728,PHB2P1,HGNC:45249,prohibitin 2 pseudogene 1,Approved,NA,NA,NA,NG_022190
5246,ENSG00000213091,PHBP1,HGNC:8913,prohibitin pseudogene 1,Approved,NA,NA,L14273,NA
100418837,ENSG00000254512,PHBP2,HGNC:8914,prohibitin pseudogene 2,Approved,NA,NA,NA,NA
391044,ENSG00000228121,PHBP3,HGNC:8915,prohibitin pseudogene 3,Approved,NA,NA,NA,NA
100418774,ENSG00000230251,PHBP4,HGNC:8916,prohibitin pseudogene 4,Approved,NA,NA,NA,NA
106478939,ENSG00000233523,PHBP5,HGNC:39284,prohibitin pseudogene 5,Approved,NA,NA,NA,NA
106478940,ENSG00000276592,PHBP6,HGNC:39285,prohibitin pseudogene 6,Approved,NA,NA,NA,NA
548599,ENSG00000213711,PHBP7,HGNC:39286,prohibitin pseudogene 7,Approved,NA,NA,NA,NA
100418804,ENSG00000240471,PHBP8,HGNC:39287,prohibitin pseudogene 8,Approved,NA,NA,NA,NA
100289414,ENSG00000230224,PHBP9,HGNC:39288,prohibitin pseudogene 9,Approved,NA,NA,NA,NA
100418815,ENSG00000232665,PHBP10,HGNC:39289,prohibitin pseudogene 10,Approved,NA,NA,NA,NA
644214,ENSG00000227621,PHBP11,HGNC:39290,prohibitin pseudogene 11,Approved,NA,NA,NA,NA
100418820,ENSG00000230585,PHBP12,HGNC:39291,prohibitin pseudogene 12,Approved,NA,NA,NA,NA
100418843,ENSG00000234835,PHBP13,HGNC:39292,prohibitin pseudogene 13,Approved,NA,NA,NA,NA
100873751,ENSG00000248913,PHBP14,HGNC:39293,prohibitin pseudogene 14,Approved,NA,NA,NA,NA
100873752,ENSG00000262648,PHBP15,HGNC:39294,prohibitin pseudogene 15,Approved,NA,NA,NA,NA
100128102,ENSG00000227593,PHBP16,HGNC:51549,prohibitin pseudogene 16,Approved,NA,NA,NA,NA
106480420,ENSG00000254407,PHBP17,HGNC:51550,prohibitin pseudogene 17,Approved,NA,NA,NA,NA
390311,ENSG00000257885,PHBP18,HGNC:51551,prohibitin pseudogene 18,Approved,NA,NA,NA,NG_021687
494150,ENSG00000257246,PHBP19,HGNC:51552,prohibitin pseudogene 19,Approved,NA,NA,NA,NG_004766
100130579,ENSG00000271072,PHBP20,HGNC:51553,prohibitin pseudogene 20,Approved,NA,NA,NA,NG_030305
390730,ENSG00000260326,PHBP21,HGNC:51554,prohibitin pseudogene 21,Approved,NA,NA,NA,NG_022521
1911,ENSG00000111752,PHC1,HGNC:3182,polyhomeotic homolog 1,Approved,EDR1,"HPH1, RAE28",U89277,NM_004426
653441,ENSG00000179899,PHC1P1,HGNC:34502,polyhomeotic homolog 1 pseudogene 1,Approved,PHC1B,NA,NA,XM_934166
1912,ENSG00000134686,PHC2,HGNC:3183,polyhomeotic homolog 2,Approved,EDR2,HPH2,AJ419231,NM_198040
101929464,ENSG00000233246,PHC2-AS1,HGNC:40205,PHC2 antisense RNA 1,Approved,NA,NA,NA,NR_125978
80012,ENSG00000173889,PHC3,HGNC:15682,polyhomeotic homolog 3,Approved,NA,"EDR3, FLJ12967, FLJ12729, HPH3",NA,NM_024947
144717,ENSG00000198324,PHETA1,HGNC:26509,PH domain containing endocytic trafficking adaptor 1,Approved,FAM109A,"FLJ32356, SES1, IPIP27A",BC034809,NM_144671
150368,ENSG00000177096,PHETA2,HGNC:27161,PH domain containing endocytic trafficking adaptor 2,Approved,FAM109B,"DKFZp686J07229, SES2, IPIP27B",BX648402,NM_001002034
5251,ENSG00000102174,PHEX,HGNC:8918,phosphate regulating endopeptidase homolog X-linked,Approved,"HYP, HPDR","PEX, HPDR1, HYP1, XLH",U82970,NM_000444
100873942,ENSG00000224204,PHEX-AS1,HGNC:40445,PHEX antisense RNA 1,Approved,NA,NA,NA,NA
5252,ENSG00000112511,PHF1,HGNC:8919,PHD finger protein 1,Approved,NA,"MTF2L2, TDRD19C, PCL1",AF029678,NA
5253,ENSG00000197724,PHF2,HGNC:8920,PHD finger protein 2,Approved,NA,"KIAA0662, JHDM1E, CENP-35, KDM7C",AF043725,NM_005392
266695,NA,PHF2P1,HGNC:30241,PHD finger protein 2 pseudogene 1,Approved,NA,DKFZp686A1627,NA,NR_002801
100873793,ENSG00000226057,PHF2P2,HGNC:38808,PHD finger protein 2 pseudogene 2,Approved,NA,NA,NA,NA
23469,ENSG00000118482,PHF3,HGNC:8921,PHD finger protein 3,Approved,NA,NA,AF091622,NA
84844,ENSG00000100410,PHF5A,HGNC:18000,PHD finger protein 5A,Approved,NA,"MGC1346, SF3b14b, INI, bK223H9.2, Rds3, SAP14b, SF3B7",BC007321,NM_032758
450232,ENSG00000267178,PHF5CP,HGNC:32385,PHD finger protein 5C pseudogene,Approved,PHF5AP1,NA,NA,NG_004711
450238,NA,PHF5DP,HGNC:23268,PHD finger protein 5D pseudogene,Approved,NA,NA,NA,NG_005422
450239,NA,PHF5EP,HGNC:23267,PHD finger protein 5E pseudogene,Approved,NA,NA,NA,NG_005423
450246,ENSG00000270431,PHF5FP,HGNC:23266,PHD finger protein 5F pseudogene,Approved,NA,NA,NA,NG_005424
450234,ENSG00000238259,PHF5GP,HGNC:23269,PHD finger protein 5G pseudogene,Approved,NA,NA,NA,NG_005421
450250,NA,PHF5HP,HGNC:23264,PHD finger protein 5H pseudogene,Approved,NA,NA,NA,NG_005425
84295,ENSG00000156531,PHF6,HGNC:18145,PHD finger protein 6,Approved,"BFLS, BORJ","KIAA1823, MGC14797, CENP-31",AB058726,NM_032458
51533,ENSG00000010318,PHF7,HGNC:18458,PHD finger protein 7,Approved,NA,"NYD-SP6, HSPC226",AY014283,NM_016483
23133,ENSG00000172943,PHF8,HGNC:20672,PHD finger protein 8,Approved,NA,"ZNF422, KIAA1111, JHDM1F, KDM7B",AB029034,NM_015107
55274,ENSG00000130024,PHF10,HGNC:18250,PHD finger protein 10,Approved,NA,"FLJ10975, XAP135, BAF45a",AF338735,NM_018288
158905,ENSG00000228986,PHF10P1,HGNC:23210,PHD finger protein 10 pseudogene 1,Approved,NA,XAP135P,AF338734,NG_001314
51131,ENSG00000136147,PHF11,HGNC:17024,PHD finger protein 11,Approved,NA,"NY-REN-34, BCAP, IGER",AB011031,NM_016119
57649,ENSG00000109118,PHF12,HGNC:20816,PHD finger protein 12,Approved,NA,"PF1, KIAA1523",AB040956,NM_020889
148479,ENSG00000116273,PHF13,HGNC:22983,PHD finger protein 13,Approved,NA,MGC43399,AK027492,NM_153812
9678,ENSG00000106443,PHF14,HGNC:22203,PHD finger protein 14,Approved,NA,KIAA0783,AB018326,NM_014660
26147,ENSG00000119403,PHF19,HGNC:24566,PHD finger protein 19,Approved,NA,"DKFZP727G051, PCL3, MTF2L1, TDRD19B",BX640713,NM_001286840
51230,ENSG00000025293,PHF20,HGNC:16098,PHD finger protein 20,Approved,C20orf104,"dJ1121G12.1, TDRD20A",AL109965,NM_016436
51105,ENSG00000129292,PHF20L1,HGNC:24280,PHD finger protein 20 like 1,Approved,NA,"CGI-72, FLJ13649, MGC64923, FLJ21615, TDRD20B",AF230666,NM_016018
51317,ENSG00000135365,PHF21A,HGNC:24156,PHD finger protein 21A,Approved,NA,"BHC80, KIAA1696, BM-006",AL359593,NM_016621
112885,ENSG00000056487,PHF21B,HGNC:25161,PHD finger protein 21B,Approved,PHF4,"BHC80L, FLJ34161",AK091480,NM_138415
79142,ENSG00000040633,PHF23,HGNC:28428,PHD finger protein 23,Approved,NA,"MGC2941, FLJ16355",AK122791,NM_024297
23349,ENSG00000122733,PHF24,HGNC:29180,PHD finger protein 24,Approved,KIAA1045,NA,AB028968,NM_001304333
26227,ENSG00000092621,PHGDH,HGNC:8923,phosphoglycerate dehydrogenase,Approved,NA,"SERA, PGDH, PDG",BC011262,NM_006623
644844,ENSG00000233041,PHGR1,HGNC:37226,"proline, histidine and glycine rich 1",Approved,NA,NA,NA,NM_001145643
55023,ENSG00000146247,PHIP,HGNC:15673,pleckstrin homology domain interacting protein,Approved,WDR11,"ndrp, FLJ20705, DCAF14, BRWD2",AF310250,NA
5255,ENSG00000067177,PHKA1,HGNC:8925,phosphorylase kinase regulatory subunit alpha 1,Approved,PHKA,NA,NA,NA
101928259,ENSG00000231944,PHKA1-AS1,HGNC:40446,PHKA1 antisense RNA 1,Approved,NA,NA,NA,NA
646780,ENSG00000232882,PHKA1P1,HGNC:33919,phosphorylase kinase regulatory subunit alpha 1 pseudogene,Approved,NA,NA,NA,NA
5256,ENSG00000044446,PHKA2,HGNC:8926,phosphorylase kinase regulatory subunit alpha 2,Approved,"PHK, PYK",NA,NA,NM_000292
100132163,ENSG00000237836,PHKA2-AS1,HGNC:44110,PHKA2 antisense RNA 1,Approved,NA,NA,BC073810,NR_029379
5257,ENSG00000102893,PHKB,HGNC:8927,phosphorylase kinase regulatory subunit beta,Approved,NA,NA,NA,NA
5258,ENSG00000226262,PHKBP1,HGNC:8928,phosphorylase kinase regulatory subunit beta pseudogene 1,Approved,NA,NA,NA,NA
5259,ENSG00000258467,PHKBP2,HGNC:8929,phosphorylase kinase regulatory subunit beta pseudogene 2,Approved,NA,NA,X85226,NG_001173
5260,ENSG00000164776,PHKG1,HGNC:8930,phosphorylase kinase catalytic subunit gamma 1,Approved,PHKG,NA,X80590,NM_006213
643941,ENSG00000226075,PHKG1P1,HGNC:33916,phosphorylase kinase catalytic subunit gamma 1 pseudogene 1,Approved,NA,NA,NA,NA
644032,ENSG00000228645,PHKG1P2,HGNC:33917,phosphorylase kinase catalytic subunit gamma 1 pseudogene 2,Approved,NA,NA,NA,NA
5262,ENSG00000236919,PHKG1P3,HGNC:8932,phosphorylase kinase catalytic subunit gamma 1 pseudogene 3,Approved,PHKGL,PHKg1ps2,NA,NA
100151641,ENSG00000229508,PHKG1P4,HGNC:33918,phosphorylase kinase catalytic subunit gamma 1 pseudogene 4,Approved,NA,NA,NA,NA
5261,ENSG00000156873,PHKG2,HGNC:8931,phosphorylase kinase catalytic subunit gamma 2,Approved,NA,NA,"S73483, M31606",NM_000294
22822,ENSG00000139289,PHLDA1,HGNC:8933,pleckstrin homology like domain family A member 1,Approved,NA,"TDAG51, DT1P1B11, PHRIP",Z50194,NM_007350
7262,ENSG00000181649,PHLDA2,HGNC:12385,pleckstrin homology like domain family A member 2,Approved,TSSC3,"IPL, BWR1C, HLDA2",AF035444,NM_003311
23612,ENSG00000174307,PHLDA3,HGNC:8934,pleckstrin homology like domain family A member 3,Approved,NA,TIH1,AF151100,NM_012396
23187,ENSG00000019144,PHLDB1,HGNC:23697,pleckstrin homology like domain family B member 1,Approved,NA,"FLJ00141, LL5a, KIAA0638",NA,NM_015157
90102,ENSG00000144824,PHLDB2,HGNC:29573,pleckstrin homology like domain family B member 2,Approved,NA,"LL5beta, FLJ21791, LL5b",NA,NM_145753
653583,ENSG00000176531,PHLDB3,HGNC:30499,pleckstrin homology like domain family B member 3,Approved,NA,FLJ40193,NA,NA
23239,ENSG00000081913,PHLPP1,HGNC:20610,PH domain and leucine rich repeat protein phosphatase 1,Approved,"PLEKHE1, PHLPP","KIAA0606, SCOP, PPM3A",AB011178,NM_194449
23035,ENSG00000040199,PHLPP2,HGNC:29149,PH domain and leucine rich repeat protein phosphatase 2,Approved,PHLPPL,"KIAA0931, PPM3B",BX647823,NM_015020
162466,ENSG00000173868,PHOSPHO1,HGNC:16815,phosphoethanolamine/phosphocholine phosphatase 1,Approved,NA,NA,AJ457189,NM_001143804
493911,ENSG00000144362,PHOSPHO2,HGNC:28316,"phosphatase, orphan 2",Approved,NA,MGC22679,BC022324,NM_001008489
401,ENSG00000165462,PHOX2A,HGNC:691,paired like homeobox 2A,Approved,"ARIX, FEOM2","PMX2A, CFEOM2",AF022722,NM_005169
8929,ENSG00000109132,PHOX2B,HGNC:9143,paired like homeobox 2B,Approved,PMX2B,NBPhox,D82344,NA
105374425,ENSG00000250467,PHOX2B-AS1,HGNC:40457,PHOX2B antisense RNA 1,Approved,NA,NA,NA,NA
29085,ENSG00000054148,PHPT1,HGNC:30033,phosphohistidine phosphatase 1,Approved,NA,"PHP14, HSPC141, CGI-202, DKFZp564M173, bA216L13.10",AF131857,NM_014172
57661,ENSG00000070047,PHRF1,HGNC:24351,PHD and ring finger domains 1,Approved,RNF221,"KIAA1542, PPP1R125",BC004950,NM_020901
10745,ENSG00000116793,PHTF1,HGNC:8939,putative homeodomain transcription factor 1,Approved,PHTF,NA,AJ011863,NM_006608
57157,ENSG00000006576,PHTF2,HGNC:13411,putative homeodomain transcription factor 2,Approved,NA,DKFZp434D166,AL136883,NM_020432
5264,ENSG00000107537,PHYH,HGNC:8940,phytanoyl-CoA 2-hydroxylase,Approved,NA,"PAHX, RD, PHYH1",NA,NA
254295,ENSG00000175287,PHYHD1,HGNC:23396,phytanoyl-CoA dioxygenase domain containing 1,Approved,NA,MGC16638,BC051300,NM_174933
9796,ENSG00000168490,PHYHIP,HGNC:16865,phytanoyl-CoA 2-hydroxylase interacting protein,Approved,DYRK1AP3,"KIAA0273, PAHX-AP",D87463,NM_014759
84457,ENSG00000165443,PHYHIPL,HGNC:29378,phytanoyl-CoA 2-hydroxylase interacting protein like,Approved,NA,"KIAA1796, Em:AC025038.1",AL834339,NM_032439
85007,ENSG00000175309,PHYKPL,HGNC:28249,5-phosphohydroxy-L-lysine phospho-lyase,Approved,AGXT2L2,MGC15875,BC037567,NM_032921
5266,ENSG00000124102,PI3,HGNC:8947,peptidase inhibitor 3,Approved,NA,"ESI, SKALP, ELAFIN, WAP3, WFDC14, cementoin",D13156,NM_002638
55361,ENSG00000155252,PI4K2A,HGNC:30031,phosphatidylinositol 4-kinase type 2 alpha,Approved,NA,"PI4KII, DKFZP761G1923, PIK42A",AF070611,NM_018425
55300,ENSG00000038210,PI4K2B,HGNC:18215,phosphatidylinositol 4-kinase type 2 beta,Approved,NA,"PI4KIIB, FLJ11105, PIK42B",AK001967,NM_018323
5297,ENSG00000241973,PI4KA,HGNC:8983,phosphatidylinositol 4-kinase alpha,Approved,PIK4CA,"PI4K-ALPHA, pi4K230",L36151,NM_058004
728233,ENSG00000274602,PI4KAP1,HGNC:33576,phosphatidylinositol 4-kinase alpha pseudogene 1,Approved,NA,NA,NA,NA
375133,ENSG00000183506,PI4KAP2,HGNC:33577,phosphatidylinositol 4-kinase alpha pseudogene 2,Approved,NA,NA,NA,NA
5298,ENSG00000143393,PI4KB,HGNC:8984,phosphatidylinositol 4-kinase beta,Approved,PIK4CB,"PI4K-BETA, pi4K92",AB005910,NM_002651
51050,ENSG00000137558,PI15,HGNC:8946,peptidase inhibitor 15,Approved,NA,P25TI,D45027,NM_015886
221476,ENSG00000164530,PI16,HGNC:21245,peptidase inhibitor 16,Approved,NA,"MGC45378, dJ90K10.5, MSMBBP, CD364",NA,NM_153370
196500,ENSG00000139200,PIANP,HGNC:25338,PILR alpha associated neural protein,Approved,C12orf53,"DKFZp547D2210, PANP",BC035736,NM_153685
8554,ENSG00000033800,PIAS1,HGNC:2752,protein inhibitor of activated STAT 1,Approved,DDXBP1,"GBP, GU/RH-II, ZMIZ3",AF077951,NA
9063,ENSG00000078043,PIAS2,HGNC:17311,protein inhibitor of activated STAT 2,Approved,NA,"PIASX-BETA, miz, PIASX-ALPHA, ZMIZ4, ARIP3",AF077953,NM_004671
10401,ENSG00000131788,PIAS3,HGNC:16861,protein inhibitor of activated STAT 3,Approved,NA,"FLJ14651, ZMIZ5",AB021868,NM_006099
51588,ENSG00000105229,PIAS4,HGNC:17002,protein inhibitor of activated STAT 4,Approved,NA,"Piasg, PIASY, FLJ12419, ZMIZ6",AF077952,NM_015897
10464,ENSG00000083535,PIBF1,HGNC:23352,progesterone immunomodulatory binding factor 1,Approved,C13orf24,CEP90,AF330046,NM_006346
8301,ENSG00000073921,PICALM,HGNC:15514,phosphatidylinositol binding clathrin assembly protein,Approved,NA,"CALM, CLTH",BC048259,NM_007166
284080,ENSG00000246640,PICART1,HGNC:27576,p53 inducible cancer associated RNA transcript 1,Approved,NA,NA,NA,NR_038230
9463,ENSG00000100151,PICK1,HGNC:9394,protein interacting with PRKCA 1,Approved,PRKCABP,"dJ1039K5, MGC15204",AL049654,NM_012407
378825,ENSG00000275874,PICSAR,HGNC:19725,P38 inhibited cutaneous squamous cell carcinoma associated lincRNA,Approved,"C21orf113, NCRNA00162, LINC00162","PRED74, NLC1-C",BC027456,NR_024089
55022,ENSG00000153823,PID1,HGNC:26084,phosphotyrosine interaction domain containing 1,Approved,NA,"NYGGF4, FLJ20701",AK096636,NM_017933
55367,ENSG00000177595,PIDD1,HGNC:16491,p53-induced death domain protein 1,Approved,"LRDD, PIDD","MGC16925, DKFZp434D229",AF229178,NM_145886
9780,ENSG00000103335,PIEZO1,HGNC:28993,piezo type mechanosensitive ion channel component 1,Approved,FAM38A,KIAA0233,D87071,NM_014745
128615,ENSG00000233686,PIEZO1P1,HGNC:16214,piezo type mechanosensitive ion channel component 1 pseudogene 1,Approved,"C20orf83, FAM38CP",bA164D18.1,AL389889,NG_011695
100874493,ENSG00000237121,PIEZO1P2,HGNC:42861,piezo type mechanosensitive ion channel component 1 pseudogene 2,Approved,NA,NA,NA,NA
63895,ENSG00000154864,PIEZO2,HGNC:26270,piezo type mechanosensitive ion channel component 2,Approved,"FAM38B2, C18orf30, C18orf58, FAM38B","FLJ23403, FLJ23144, HsT748, HsT771, FLJ34907",AK027056,NM_022068
80119,ENSG00000140451,PIF1,HGNC:26220,PIF1 5'-to-3' DNA helicase,Approved,C15orf20,FLJ22692,AK026345,NM_025049
128344,ENSG00000173947,PIFO,HGNC:27009,primary cilia formation,Approved,C1orf88,"FLJ23853, pitchfork",BC050319,NM_181643
5277,ENSG00000165195,PIGA,HGNC:8957,phosphatidylinositol glycan anchor biosynthesis class A,Approved,NA,GPI3,BC038236,NM_002641
5278,ENSG00000257803,PIGAP1,HGNC:8958,phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1,Approved,NA,NA,X77457,NG_001174
9488,ENSG00000069943,PIGB,HGNC:8959,phosphatidylinositol glycan anchor biosynthesis class B,Approved,NA,NA,D42138,NM_004855
101928527,ENSG00000225973,PIGBOS1,HGNC:50696,PIGB opposite strand 1,Approved,NA,NA,NA,NM_001308421
5279,ENSG00000135845,PIGC,HGNC:8960,phosphatidylinositol glycan anchor biosynthesis class C,Approved,NA,NA,BC006539,NM_153747
5280,ENSG00000213713,PIGCP1,HGNC:8961,phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1,Approved,NA,NA,NA,NG_001175
100128307,ENSG00000229626,PIGCP2,HGNC:45149,phosphatidylinositol glycan anchor biosynthesis class C pseudogene 2,Approved,NA,NA,NA,NG_022571
5281,ENSG00000151665,PIGF,HGNC:8962,phosphatidylinositol glycan anchor biosynthesis class F,Approved,NA,NA,NA,NM_173074
5282,ENSG00000253869,PIGFP1,HGNC:8963,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 1,Approved,NA,NA,D49727,NG_001176
100422349,ENSG00000234881,PIGFP2,HGNC:45150,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 2,Approved,NA,NA,NA,NG_023955
100129049,ENSG00000227592,PIGFP3,HGNC:45151,phosphatidylinositol glycan anchor biosynthesis class F pseudogene 3,Approved,NA,NA,NA,NG_022588
54872,ENSG00000174227,PIGG,HGNC:25985,phosphatidylinositol glycan anchor biosynthesis class G,Approved,NA,"FLJ20265, GPI7, LAS21",NA,NM_017733
5283,ENSG00000100564,PIGH,HGNC:8964,phosphatidylinositol glycan anchor biosynthesis class H,Approved,NA,GPI-H,NA,NM_004569
644761,ENSG00000259657,PIGHP1,HGNC:45152,phosphatidylinositol glycan anchor biosynthesis class H pseudogene 1,Approved,NA,NA,NA,NG_022130
10026,ENSG00000142892,PIGK,HGNC:8965,phosphatidylinositol glycan anchor biosynthesis class K,Approved,NA,"hGPI8, GPI8",AF022913,NM_005482
9487,ENSG00000108474,PIGL,HGNC:8966,phosphatidylinositol glycan anchor biosynthesis class L,Approved,NA,NA,AB017165,NA
93183,ENSG00000143315,PIGM,HGNC:18858,phosphatidylinositol glycan anchor biosynthesis class M,Approved,NA,GPI-MT-I,AB028127,NM_145167
23556,ENSG00000197563,PIGN,HGNC:8967,phosphatidylinositol glycan anchor biosynthesis class N,Approved,NA,"MCD4, PIG-N",AF109219,NM_176787
84720,ENSG00000165282,PIGO,HGNC:23215,phosphatidylinositol glycan anchor biosynthesis class O,Approved,NA,"DKFZp434M222, FLJ00135",AB083625,NM_032634
51227,ENSG00000185808,PIGP,HGNC:3046,phosphatidylinositol glycan anchor biosynthesis class P,Approved,DSCR5,"DCRC, DSRC",AB037162,NM_153681
112214169,NA,PIGPP1,HGNC:45153,phosphatidylinositol glycan anchor biosynthesis class P pseudogene 1,Approved,NA,NA,NA,NA
106479056,ENSG00000234204,PIGPP2,HGNC:45154,phosphatidylinositol glycan anchor biosynthesis class P pseudogene 2,Approved,NA,NA,NA,NA
100128033,ENSG00000228958,PIGPP3,HGNC:45155,phosphatidylinositol glycan anchor biosynthesis class P pseudogene 3,Approved,NA,NA,NA,NG_030237
106480811,ENSG00000265564,PIGPP4,HGNC:45156,phosphatidylinositol glycan anchor biosynthesis class P pseudogene 4,Approved,NA,NA,NA,NA
9091,ENSG00000007541,PIGQ,HGNC:14135,phosphatidylinositol glycan anchor biosynthesis class Q,Approved,NA,"hGPI1, GPI1",AB003723,NM_004204
106480812,ENSG00000227104,PIGQP1,HGNC:45157,phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1,Approved,NA,NA,NA,NA
